
\xb0\xd0\xfe0,0\n
1005,4095\n
1009,0\n
961,4095\n
1019,0\n
1007,752\n
1008,4095\n
998,0\n
1009,4095\n
1007,0\n
1007,4095\n
1014,0\n
1010,1791\n
